ægilopiné	adj.
ægilopinées	subst.
æolis	subst.
æpyornis	subst.
æsthésiomètre	subst.
æthéogame	adj.
æthéogamie	subst.
ætite	subst.
turc	adj.
turc	subst.
turcie	subst.
turcique	adj.
turco	subst.
turco-chinois	adj.
turco-mongol	adj.
turco-mongole	subst.
turco-persan	adj.
turco-tartare	adj.
turcoman	adj.
turcoman	subst.
turcomanie	subst.
turcophage	adj.
turcophile	adj.
turcophobe	adj.
turcophobie	subst.
turdidés	subst.
ture	subst.
turelure	subst.
turelurer	verbe
turf	subst.
turficole	adj.
turfiste	adj.
turfiste	subst.
turgescence	subst.
turgescent	adj.
turgide	adj.
turion	subst.
turkmène	adj.
turkmène	subst.
turkoman	adj.
turkomane	subst.
turlupin	subst.
turlupinade	subst.
turlupinage	subst.
turlupiner	verbe
turlurette	subst.
turlutaine	subst.
turluter	verbe
turlutte	subst.
turlututu	subst.
turne	subst.
turnep	subst.
turneps	subst.
turonien	adj.
turpide	adj.
turpidement	adv.
turpitude	subst.
turque	subst.
turquerie	subst.
turquette	subst.
turquin	adj.
turquin	subst.
turquoise	subst.
turriculé	adj.
turritelle	subst.
tussah	subst.
tussilage	subst.
tussor	subst.
tussore	subst.
tutélaire	adj.
tutelle	subst.
tuteur	subst.
tuteurage	subst.
tuteurer	verbe
tuthie	subst.
tutie	subst.
tutiorisme	subst.
tutioriste	subst.
tutoiement	subst.
tutoyer	verbe
tutoyeur	subst.
tutoyeuse	subst.
tutrice	subst.
tutti	subst.
tutti-frutti	loc.
tutu	subst.
tutu-panpan	onomat.
tuyau	subst.
tuyautage	subst.
tuyauté	adj.
tuyauté	subst.
tuyautement	subst.
tuyauter	verbe
tuyauterie	subst.
tuyauteur	subst.
tuyauteuse	subst.
tuyère	subst.
tv	subst.
tva	subst.
tweed	subst.
twill	subst.
twist	subst.
twisteur	subst.
twisteuse	subst.
tylenchus	subst.
tylosis	subst.
tympan	subst.
tympanal	adj.
tympanique	adj.
tympaniser	verbe
tympanisme	subst.
tympanite	subst.
tympano-squameux	adj.
tympanon	subst.
tympanophonie	subst.
tympanosclérose	subst.
tympanotomie	subst.
tyndallisation	subst.
typé	adj.
type	subst.
typer	verbe
typesse	subst.
typha	subst.
typhacées	subst.
typhique	adj.
typhique	subst.
typhlectomie	subst.
typhlite	subst.
typhlo-appendicite	subst.
typhlo-colite	subst.
typhlo-diclidite	subst.
typhlo-hépatite	subst.
typhlocolite	subst.
typhlolexie	subst.
typhlologie	subst.
typhlomégalie	subst.
typhlopexie	subst.
typhlophilie	subst.
typhlopidés	subst.
typhlosolis	subst.
typhlosténose	subst.
typhlostomie	subst.
typho-diphtérie	subst.
typho-exanthématique	adj.
typho-pneumococcique	adj.
typhoémie	subst.
typhogène	adj.
typhoïde	adj.
typhoïde	subst.
typhoïdeuse	subst.
typhoïdeux	subst.
typhoïdique	adj.
typhomanie	subst.
typhon	subst.
typhonien	adj.
typhopneumonie	subst.
typhose	subst.
typhotuberculose	subst.
typhus	subst.
typifier	verbe
typifique	adj.
typique	adj.
typiquement	adv.
typiser	verbe
typo	subst.
typochromie	subst.
typocoelographie	subst.
typographe	subst.
typographie	subst.
typographique	adj.
typographiquement	adv.
typogravure	subst.
typolithographie	subst.
typologie	subst.
typologique	adj.
typomètre	subst.
typote	subst.
typtologie	subst.
tyran	subst.
tyranneau	subst.
tyrannicide	subst.
tyrannicule	subst.
tyrannidés	subst.
tyrannie	subst.
tyrannique	adj.
tyranniquement	adv.
tyranniser	verbe
tyrannosaure	subst.
tyrien	subst.
tyrolien	adj.
tyrolien	subst.
tyrolienne	subst.
tyrosinase	subst.
tyrosine	subst.
tyrothricine	subst.
tyrrhénien	adj.
tyrrhénien	subst.
tzar	subst.
tzigane	adj.
tzigane	subst.
tzitzit	subst.
tzitzith	subst.
u	subst.
ubac	subst.
ubéreux	adj.
ubique	adj.
ubiquisme	subst.
ubiquiste	adj.
ubiquiste	subst.
ubiquitaire	adj.
ubiquitaire	subst.
ubiquité	subst.
ubiquiter	verbe
ubuesque	adj.
uchronie	subst.
uchronique	adj.
uê	adj.
ufologie	subst.
ufologique	adj.
ufologue	subst.
uhlan	subst.
ukase	subst.
ukrainien	adj.
ukrainien	subst.
ukrainienne	subst.
ukulele	subst.
ukulelé	subst.
ukuléle	subst.
ukulélé	subst.
ukulélé	subst.
ulcération	subst.
ulcéré	adj.
ulcère	subst.
ulcérer	verbe
ulcéreux	adj.
ulcérogène	adj.
ulcéroïde	adj.
uléma	subst.
ulex	subst.
uliginaire	adj.
uligineux	adj.
ulluco	subst.
ulluque	subst.
ulmacées	subst.
ulmaire	subst.
ulnaire	adj.
ulotrique	adj.
ulster	subst.
ulster-coat	subst.
ultérieur	adj.
ultérieurement	adv.
ultimatif	adj.
ultimatum	subst.
ultime	adj.
ultimement	adv.
ultimité	subst.
ultimo	adv.
ultra	adj.
ultra	adj. et subst.
ultra	subst.
ultra-basique	adj.
ultra-catholique	adj.
ultra-chic	adj.
ultra-chiraquien	subst.
ultra-chiraquienne	subst.
ultra-classique	adj.
ultra-communisme	subst.
ultra-confidentiel	adj.
ultra-conservateur	adj.
ultra-conservatisme	subst.
ultra-conservatrice	subst.
ultra-cosmopolite	adj.
ultra-court	adj.
ultra-décadent	adj.
ultra-démocratique	adj.
ultra-droite	subst.
ultra-droitier	adj.
ultra-droitière	subst.
ultra-entendre	verbe
ultra-facile	adj.
ultra-filtrant	adj.
ultra-fin	adj.
ultra-gauche	subst.
ultra-gauchisme	subst.
ultra-gaullisme	subst.
ultra-gaulliste	subst.
ultra-haute-fréquence	subst.
ultra-haute-température	subst.
ultra-hégélien	subst.
ultra-hégélienne	subst.
ultra-hertzien	adj.
ultra-léger	adj.
ultra-léger-motorisé	subst.
ultra-légermotorisé	subst.
ultra-libéral	subst.
ultra-libérale	subst.
ultra-libéralisme	subst.
ultra-marin	adj.
ultra-microscope	subst.
ultra-microscopie	subst.
ultra-microscopique	adj.
ultra-minoritaire	adj.
ultra-moderne	adj.
ultra-nationalisme	subst.
ultra-nationaliste	subst.
ultra-nerveux	adj.
ultra-papiste	adj.
ultra-perfectionné	adj.
ultra-petita	loc.
ultra-phagocytaire	adj.
ultra-phagocytose	subst.
ultra-poétique	adj.
ultra-poli	adj.
ultra-prudent	adj.
ultra-raffiné	adj.
ultra-raffinée	subst.
ultra-rapide	adj.
ultra-représentatif	adj.
ultra-repu	adj.
ultra-révolutionnaire	subst.
ultra-royalisme	subst.
ultra-royaliste	adj.
ultra-secret	adj.
ultra-sensible	adj.
ultra-snob	adj.
ultra-son	subst.
ultra-sonore	adj.
ultra-spécialisé	adj.
ultra-terrestre	adj.
ultra-vérité	subst.
ultra-violet	adj.
ultra-virus	subst.
ultra-voir	verbe
ultra-voltairien	subst.
ultra-voltairienne	subst.
ultra-zodiacal	adj.
ultrabasique	adj.
ultrabrachycéphale	adj.
ultracentrifugation	subst.
ultracentrifugeuse	subst.
ultracisme	subst.
ultraconcave	adj.
ultraconformiste	adj.
ultraconservateur	adj.
ultraconservatisme	subst.
ultraconvexe	adj.
ultracourt	adj.
ultradolicocéphale	adj.
ultrafiltrat	subst.
ultrafiltration	subst.
ultrafiltre	subst.
ultrafiltrer	verbe
ultrafin	adj.
ultragauche	subst.
ultragauchisme	subst.
ultrahertzien	adj.
ultraïsme	subst.
ultraléger	adj.
ultralégitimiste	adj.
ultramicroscope	subst.
ultramicroscopie	subst.
ultramicroscopique	adj.
ultramoderne	adj.
ultramodernisé	adj.
ultramodernisme	subst.
ultramoderniste	adj.
ultramontain	adj.
ultramontain	subst.
ultramontaine	subst.
ultramontanisme	subst.
ultramontisme	subst.
ultraperformant	adj.
ultraphagocytose	subst.
ultrapression	subst.
ultraraffiné	adj.
ultrarévolutionnaire	subst.
ultrargile	subst.
ultrason	subst.
ultrasonique	adj.
ultrasonographie	subst.
ultrasonore	adj.
ultrasonoscopie	subst.
ultrasonothérapie	subst.
ultraspécialisation	subst.
ultraspécialisé	adj.
ultrastructural	adj.
ultrastructure	subst.
ultravide	subst.
ultraviolet	adj.
ultraviolet	subst.
ultravirus	subst.
ululation	subst.
ululer	verbe
ulve	subst.
umbo	subst.
umbraticole	adj.
umlaut	subst.
un	adj. num.
un	art. et adj.
un	art. indéf.
un	pron.
un	subst.
unaire	adj.
unanime	adj.
unanimement	adv.
unanimisme	subst.
unanimiste	adj.
unanimiste	subst.
unanimité	subst.
unau	subst.
unciforme	adj.
uncinaire	subst.
unciné	adj.
uncinule	subst.
uncipenne	adj.
uncirostre	adj.
undécennal	adj.
underground	adj.
underground	subst.
unguéal	adj.
unguifère	adj.
unguis	subst.
uni	adj.
uni	subst.
uniate	adj.
uniate	subst.
uniatomique	adj.
uniaxe	adj.
uniaxial	adj.
unicaméral	adj.
unicaméralisme	subst.
unicellulaire	adj.
unichroïsme	subst.
unichroïte	adj.
unicisme	subst.
uniciste	subst.
unicité	subst.
unicolore	adj.
unicorde	adj.
unicorne	adj.
unicum	subst.
unicursal	adj.
unicuspidé	adj.
unidimensionnel	adj.
unidirectionnel	adj.
unidose	subst.
unième	adj.
unième	subst.
uniface	adj.
unifiable	adj.
unificateur	adj.
unificateur	subst.
unification	subst.
unificatrice	subst.
unifié	adj.
unifier	verbe
unifilaire	adj.
uniflagellé	adj.
uniflore	adj.
unifolié	adj.
uniforme	adj.
uniforme	subst.
uniformément	adv.
uniformisation	subst.
uniformiser	verbe
uniformitarisme	subst.
uniformité	subst.
unigénaire	adj.
unigraphie	subst.
unihoraire	adj.
unijambiste	subst.
unijonction	subst.
unijugué	adj.
unilatéral	adj.
unilatéralement	adv.
unilatéralité	subst.
unilatère	adj.
unilinéaire	adj.
unilinéarité	subst.
unilingue	adj.
unilobé	adj.
uniloculaire	adj.
uniloque	adj.
uniment	adv.
unimodal	adj.
unimodulaire	adj.
uninaire	adj.
uninervé	adj.
uninominal	adj.
uninucléé	adj.
union	subst.
unionisme	subst.
unioniste	adj.
unioniste	subst.
uniovulaire	adj.
uniovulé	adj.
unipare	adj.
unipédal	adj.
unipenne	adj.
unipersonnel	adj.
unipétale	adj.
unipolaire	adj.
unipotent	adj.
uniprix	subst.
unique	adj.
uniquement	adv.
unir	verbe
uniracial	adj.
uniradiculaire	adj.
uniradiculé	adj.
uniramé	adj.
uniréfringent	adj.
unisérié	adj.
unisexe	adj.
unisexualité	subst.
unisexué	adj.
unisexuel	adj.
unisport	adj.
unissable	adj.
unisson	subst.
unissonnance	subst.
unitaire	adj.
unitaire	subst.
unitairement	adv.
unitairien	adj.
unitairienne	subst.
unitarien	adj.
unitarisme	subst.
unitariste	adj.
unité	subst.
unitegminé	adj.
unitéisme	subst.
unitéiste	adj.
unitif	adj.
unitige	adj.
univalence	subst.
univalent	adj.
univalve	adj.
univers	adj.
univers	subst.
universalisable	adj.
universalisation	subst.
universaliser	verbe
universalisme	subst.
universaliste	adj.
universalité	subst.
universaux	subst.
universel	adj.
universel	subst.
universellement	adv.
universitaire	adj.
universitaire	subst.
université	subst.
univibrateur	subst.
univitellin	adj.
univociste	adj.
univocité	subst.
univoque	adj.
upas	subst.
upérisation	subst.
upérisé	adj.
uppercut	subst.
upsilon	subst.
uque	adj.
uracile	subst.
uraète	subst.
uraeus	subst.
uranate	subst.
urane	subst.
uranide	subst.
uranie	subst.
uranien	adj.
uranifère	adj.
uraninite	subst.
uranique	adj.
uranisme	subst.
uraniste	adj.
uraniste	subst.
uranite	subst.
uranium	subst.
urano-staphyloplastie	subst.
urano-staphylorraphie	subst.
urano-staphyloschisis	subst.
uranocircite	subst.
uranographie	subst.
uranolithe	subst.
uranologie	subst.
uranométrie	subst.
uranophane	subst.
uranopilite	subst.
uranoplastie	subst.
uranoplégie	subst.
uranorraphie	subst.
uranorrhaphie	subst.
uranoschisis	subst.
uranoscope	subst.
uranospathite	subst.
uranosphérite	subst.
uranospinite	subst.
uranostaphyloplastie	subst.
uranostaphylorraphie	subst.
uranostaphyloschisis	subst.
uranothorianite	subst.
uranothorite	subst.
uranotile	subst.
uranyle	subst.
uraptéryx	subst.
urate	subst.
urbain	adj.
urbain	subst.
urbaine	subst.
urbanisation	subst.
urbaniser	verbe
urbanisme	subst.
urbaniste	adj.
urbaniste	subst.
urbanistique	adj.
urbanité	subst.
urbicole	adj.
urcéolé	adj.
ure	subst.
uréase	subst.
urédinales	subst.
urédinées	subst.
urédospore	subst.
urée	subst.
uréide	subst.
uréine	subst.
uréique	adj.
urémie	subst.
urémique	adj.
uréo-sécrétoire	adj.
uréogenèse	subst.
uréogénique	adj.
uréomètre	subst.
uréométrie	subst.
uréopoïèse	subst.
uréopoïétique	adj.
uréosécrétoire	adj.
uréotélique	adj.
urétéral	adj.
urétéralgie	subst.
uretère	subst.
urétérectasie	subst.
urétérectomie	subst.
urétérite	subst.
urétéro-pyélite	subst.
urétéro-pyélographie	subst.
urétéro-utérin	adj.
urétéro-vaginal	adj.
urétéro-vésical	adj.
urétérocèle	subst.
urétérographie	subst.
urétérolithiase	subst.
urétéropathie	subst.
urétéropyélite	subst.
urétéropyélographie	subst.
urétérostomie	subst.
urétérotomie	subst.
uréthanne	subst.
urétral	adj.
urétralgie	subst.
urètre	subst.
urétrectomie	subst.
urétrite	subst.
urétro-périnéal	adj.
urétro-vaginal	adj.
urétro-vésical	adj.
urétrocèle	subst.
urétrographie	subst.
urétroplastie	subst.
urétrorragie	subst.
urétroscope	subst.
urétroscopie	subst.
urétroscopique	adj.
urétrosténie	subst.
urétrostomie	subst.
urétrotome	subst.
urétrotomie	subst.
urf	adj.
urgemment	loc.
urgence	subst.
urgent	adj.
urger	verbe
urgonien	adj.
uricase	subst.
uricémie	subst.
uricémique	adj.
urico-poïétique	adj.
uricogenèse	subst.
uricolyse	subst.
uricolytique	adj.
uricopexie	subst.
uricopoïèse	subst.
uricopoïétique	adj.
uricosurique	adj.
uricotélique	adj.
uricurie	subst.
uridine	subst.
uridylique	adj.
urinaire	adj.
urinal	subst.
urination	subst.
urine	subst.
uriner	verbe
urineux	adj.
urinifère	adj.
urinoir	subst.
urique	adj.
urne	subst.
uro-génital	adj.
urobiline	subst.
urobilinémie	subst.
urobilinogène	subst.
urobilinurie	subst.
urochrome	subst.
urocordés	subst.
uroculture	subst.
urodèles	subst.
urodensimètre	subst.
urodialyse	subst.
urodynie	subst.
urogène	adj.
urogenèse	subst.
urogénital	adj.
urographie	subst.
uroïde	adj.
urokinase	subst.
urolagnie	subst.
urolipase	subst.
urolithe	subst.
urolithiase	subst.
urologie	subst.
urologique	adj.
urologiste	subst.
urologue	subst.
uromèle	adj.
uromélie	subst.
uromère	subst.
uromètre	subst.
uronique	adj.
uropathie	subst.
urophilie	subst.
uropode	subst.
uropoïèse	subst.
uropoïétique	adj.
uroporphyrine	subst.
uropyges	subst.
uropygial	adj.
uropygien	adj.
uropyonéphrose	subst.
urorragie	subst.
uroscopie	subst.
uroscopique	adj.
urose	subst.
urostyle	subst.
urothérapie	subst.
urotoxie	subst.
ursidés	subst.
ursin	adj.
ursuline	subst.
urticacées	subst.
urticaire	subst.
urticales	subst.
urticant	adj.
urticarien	adj.
urticarien	subst.
urticarienne	subst.
urtication	subst.
urticées	subst.
urubu	subst.
urus	subst.
us	subst.
usable	adj.
usagé	adj.
usage	subst.
usager	adj.
usager	subst.
usance	subst.
usant	adj.
usé	adj.
user	verbe
useur	adj.
useur	subst.
useuse	subst.
usinabilité	subst.
usinable	adj.
usinage	subst.
usine	subst.
usine-prison	subst.
usiner	verbe
usineur	subst.
usineuse	subst.
usinier	adj.
usinier	subst.
usité	adj.
usnée	subst.
ustensilage	subst.
ustensile	subst.
ustensilité	subst.
usucapion	subst.
usuel	adj.
usuel	subst.
usuellement	adv.
usufructuaire	adj.
usufruit	subst.
usufruitier	adj.
usufruitier	subst.
usufruitière	subst.
usuraire	adj.
usure	subst.
usurier	subst.
usurière	subst.
usurpateur	adj.
usurpateur	subst.
usurpation	subst.
usurpatoire	adj.
usurpatrice	subst.
usurper	verbe
ut	subst.
ute	adj.
utérin	adj.
utérin	subst.
utérine	subst.
utéro-annexite	subst.
utéromanie	subst.
utérus	subst.
utile	adj.
utile	adj. et subst.
utile	subst.
utilement	adv.
utilisable	adj.
utilisateur	adj.
utilisateur	subst.
utilisation	subst.
utilisatrice	subst.
utiliser	verbe
utilitaire	adj.
utilitaire	subst.
utilitairement	adv.
utilitarisme	subst.
utilitariste	adj.
utilitariste	subst.
utilité	subst.
utopie	subst.
utopique	adj.
utopisme	subst.
utopiste	subst.
utriculaire	adj.
utriculaire	subst.
utricule	subst.
utriculeux	adj.
uval	adj.
uvéal	adj.
uvée	subst.
uvéite	subst.
uvifère	adj.
uvulaire	adj.
uvule	subst.
uxoricide	subst.
uxorilocal	adj.
v	subst.
v.i.p.	subst.
v.r.p	subst.
va-et-vient	subst.
va-nu-pieds	subst.
va-tout	subst.
vacance	subst.
vacancier	adj.
vacancier	subst.
vacancière	subst.
vacant	adj.
vacant	subst.
vacarme	subst.
vacarmer	verbe
vacataire	subst.
vacation	subst.
vaccaire	subst.
vaccin	subst.
vaccinable	adj.
vaccinal	adj.
vaccinateur	subst.
vaccination	subst.
vaccinatrice	subst.
vacciné	adj.
vaccine	subst.
vaccinelle	subst.
vacciner	verbe
vaccinide	subst.
vaccinifère	adj.
vaccinogène	adj.
vaccinoïde	subst.
vaccinoprévention	subst.
vaccinostyle	subst.
vaccinothérapie	subst.
vaccinothérapique	adj.
vachard	adj.
vachardise	subst.
vache	subst.
vachement	adv.
vacher	subst.
vachère	subst.
vacherie	subst.
vacherin	subst.
vachette	subst.
vacillant	adj.
vacillation	subst.
vacillatoire	adj.
vacillement	subst.
vaciller	verbe
vacive	subst.
vacuisme	subst.
vacuiste	adj.
vacuité	subst.
vacuolaire	adj.
vacuole	subst.
vacuolisation	subst.
vacuoliser	verbe
vacuolome	subst.
vacuome	subst.
vacuum	subst.
vacuum-cleaner	subst.
vade	subst.
vade-mecum	subst.
vadrouillard	adj.
vadrouillard	subst.
vadrouillarde	subst.
vadrouille	subst.
vadrouiller	verbe
vadrouilleur	adj.
vadrouilleur	subst.
vadrouilleuse	subst.
vagabond	adj.
vagabond	subst.
vagabondage	subst.
vagabondance	subst.
vagabonde	subst.
vagabonder	verbe
vagabonderie	subst.
vagin	subst.
vaginal	adj.
vaginalite	subst.
vaginicole	subst.
vaginisme	subst.
vaginite	subst.
vagir	verbe
vagissant	adj.
vagissement	subst.
vagotomie	subst.
vagotonie	subst.
vagotonique	adj.
vaguage	subst.
vague	adj.
vague	subst.
vaguelette	subst.
vaguement	adv.
vaguemestre	subst.
vaguer	verbe
vaguesse	subst.
vaguette	subst.
vagueux	adj.
vagulaire	adj.
vagulant	adj.
vahiné	subst.
vaigrage	subst.
vaigre	subst.
vaillamment	adv.
vaillance	subst.
vaillant	adj.
vaillantie	subst.
vaillantise	subst.
vaillantise	subst. fém.
vain	adj.
vaincre	verbe
vaincu	adj.
vaincu	subst.
vaincue	subst.
vainement	adv.
vainqueur	subst.
vair	adj.
vair	subst.
vairé	adj.
vairon	adj.
vairon	subst.
vaironner	verbe
vaisseau	subst.
vaisselier	subst.
vaisselle	subst.
vaissellerie	subst.
val	subst.
valable	adj.
valablement	adv.
valdinguer	verbe
valençay	subst.
valence	subst.
valence-gramme	subst.
valenciennes	subst.
valentiel	adj.
valentinite	subst.
valérianacées	subst.
valérianate	subst.
valériane	subst.
valérianées	subst.
valérianelle	subst.
valérianique	adj.
valérique	adj.
valet	subst.
valetage	subst.
valetaille	subst.
valetaillerie	subst.
valeter	verbe
valétudinaire	adj.
valeur	subst.
valeureusement	adv.
valeureux	adj.
valgus	adj.
valgus	subst.
validation	subst.
valide	adj.
valide	subst.
validement	adv.
valider	verbe
validité	subst.
valine	subst.
valise	subst.
valkyrie	subst.
vallée	subst.
valleuse	subst.
vallisnaire	subst.
vallisnère	subst.
vallisneria	subst.
vallisnérie	subst.
valllisnérie	subst.
vallon	subst.
vallonée	subst.
vallonné	adj.
vallonnement	subst.
vallonner	verbe
vallonneux	adj.
valoche	subst.
valoir	verbe
valorisant	adj.
valorisation	subst.
valoriser	verbe
valse	subst.
valse-hésitation	subst.
valser	verbe
valseur	subst.
valseuse	subst.
valvaire	adj.
valvé	adj.
valve	subst.
valvicide	subst.
valvulaire	adj.
valvule	subst.
valvulite	subst.
valvuloplastie	subst.
vamp	subst.
vamper	verbe
vampire	subst.
vampirique	adj.
vampiriser	verbe
vampirisme	subst.
vampirologue	subst.
van	subst.
vanadine	subst.
vanadique	adj.
vanadium	subst.
vanda	subst.
vandale	adj.
vandale	subst.
vandalisme	subst.
vandoise	subst.
vanesse	subst.
vanillé	adj.
vanille	subst.
vanillier	subst.
vanilline	subst.
vanillisme	subst.
vanillon	subst.
vanité	subst.
vaniteusement	adv.
vaniteux	adj.
vannage	subst.
vanné	adj.
vanne	subst.
vannelle	subst.
vanner	verbe
vannerie	subst.
vannet	subst.
