form	lemma	POS	morph
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
SCARRON_GARDIENDESOIMEME_TEST	…	PONfrt	MORPH=empty
enlevée	enlever	VERppe	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Prince	prince	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
tel	tel	PROind	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
maintiendrez	maintenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Ou	ou	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pays	pays	NOMcom	NOMB.=s|GENRE=m
saura	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
quel	quel	DETrel	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
serez	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
être	être	VERinf	MORPH=empty
toujours	toujours	ADVgen	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
champ	champ	NOMcom	NOMB.=s|GENRE=m
comme	comme	CONsub	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ville	ville	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
fils	fils	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Roi	roi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Sicile	Sicile	NOMpro	NOMB.=s|GENRE=f
Ou	ou	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
qualité	qualité	NOMcom	NOMB.=s|GENRE=f
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bientôt	bientôt	ADVgen	MORPH=empty
prendre	prendre	VERinf	MORPH=empty
fin	fin	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Accordez	accorder	VERcjg	MODE=imp|PERS.=2|NOMB.=p
Mauricette	Mauricette	NOMpro	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
Filipin	Filipin	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
château	château	NOMcom	NOMB.=s|GENRE=m
Concierge	concierge	NOMcom	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
Juge	juge	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
village	village	NOMcom	NOMB.=s|GENRE=m
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
quand	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
voudra	vouloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
prendre	prendre	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
mariage	mariage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
pourrai	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
vanter	vanter	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
époux	époux	NOMcom	NOMB.=s|GENRE=m
En	en	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
mari	mari	NOMcom	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
fou	fou	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
fous	fou	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
CORNEILLEP_PULCHERIE_TEST	…	PONfrt	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
?	?	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
après	après	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
tout	tout	DETind	NOMB.=s|GENRE=m
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
Empire	empire	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
S'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
y	y	PROadv	MORPH=empty
faire	faire	VERinf	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=x
emplois	emploi	NOMcom	NOMB.=p|GENRE=m
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
l'	le	DETdef	NOMB.=s|GENRE=x
univers	univers	NOMcom	NOMB.=s|GENRE=m
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
admire	admirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Afin	afin	CONsub	MORPH=empty
que	que	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
conseils	conseil	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
Aspar	Aspar	NOMpro	NOMB.=s|GENRE=m
Nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
installions	installer	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=p
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
trône	trône	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
nommions	nommer	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=p
César	César	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
tout	tout	PROind	NOMB.=s|GENRE=m
préparer	préparer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
double	double	ADJqua	NOMB.=s|GENRE=m
hyménée	hyménée	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
En	en	PROadv	MORPH=empty
ordonner	ordonner	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
pompe	pompe	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
en	en	PROadv	MORPH=empty
choisir	choisir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
journée	journée	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
D'	de	PRE	MORPH=empty
Irène	Irène	NOMpro	NOMB.=s|GENRE=f
avec	avec	PRE	MORPH=empty
Aspar	Aspar	NOMpro	NOMB.=s|GENRE=m
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
voudrais	vouloir	VERcjg	MODE=con|PERS.=1|NOMB.=s
faire	faire	VERinf	MORPH=empty
autant	autant	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
donné	donner	VERppe	NOMB.=s|GENRE=m
deux	deux	DETcar	NOMB.=p|GENRE=x
jours	jour	NOMcom	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
flottant	flotter	VERppa	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
laisse	laisser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
jusque	jusque	PRE	MORPH=empty
-là	là	ADVgen	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
faveur	faveur	NOMcom	NOMB.=s|GENRE=f
incertaine	incertain	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
régler	régler	VERinf	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
destin	destin	NOMcom	NOMB.=s|GENRE=m
sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
destin	destin	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Irène	Irène	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
CORNEILLET_INCONNU_TEST	…	PONfrt	MORPH=empty
à	à	PRE	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
foi	foi	NOMcom	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
y	y	PROadv	MORPH=empty
consent	consentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
répondez	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
de	de	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
là	là	ADVgen	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
quatre	quatre	PROcar	NOMB.=p|GENRE=x
en	en	PRE	MORPH=empty
bonne	bon	ADJqua	NOMB.=s|GENRE=f
intelligence	intelligence	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
devenir	devenir	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
prendrez	prendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
patience	patience	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Oui	oui	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
pas	pas	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donc	donc	ADVgen	MORPH=empty
là	là	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
succès	succès	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
charge	charger	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
qui	qui	PROrel	MORPH=empty
voudra	vouloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
soin	soin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
procès	procès	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Adieu	adieu	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
Le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prendrez	prendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
Marquis	marquis	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
regarde	regarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Que	que	PROint	MORPH=empty
ne	ne	ADVneg	MORPH=empty
ferais	faire	VERcjg	MODE=con|PERS.=1|NOMB.=s
-je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
point	point	ADVneg	MORPH=empty
?	?	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
retraite	retraite	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
gaillarde	gaillard	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
extravagant	extravagant	NOMcom	NOMB.=s|GENRE=m
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
défaits	défaire	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
.	.	PONfrt	MORPH=empty
Puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=x
amour	amour	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
quitter	quitter	VERinf	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
MOLIERE_FEMMESSAVANTES_TEST	…	PONfrt	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
épouseriez	épouser	VERcjg	MODE=con|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Ainsi	ainsi	ADVgen	MORPH=empty
donc	donc	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
voeux	vœu	NOMcom	NOMB.=p|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
sacrifiez	sacrifier	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
?	?	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
ne	ne	ADVneg	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=i
sacrifie	sacrifier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
l'	le	DETdef	NOMB.=s|GENRE=x
appui	appui	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
philosophie	philosophie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
voir	voir	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
oeil	œil	NOMcom	NOMB.=s|GENRE=m
content	content	ADJqua	NOMB.=s|GENRE=m
couronner	couronner	VERinf	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
ardeur	ardeur	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
prenne	prendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
garde	garde	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dans	dans	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
prompt	prompt	ADJqua	NOMB.=s|GENRE=m
désespoir	désespoir	NOMcom	NOMB.=s|GENRE=m
souvent	souvent	ADVgen	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
marie	marier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
en	en	PROadv	MORPH=empty
repent	repentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
après	après	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
Monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
suivez	suivre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
l'	le	DETdef	NOMB.=s|GENRE=x
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
prescrit	prescrire	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
contrat	contrat	NOMcom	NOMB.=s|GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
SCARRON_DOMJAPHETDARMENIE_TEST	…	PONfrt	MORPH=empty
bagage	bagage	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Orgas	Orgas	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
déjà	déjà	ADVgen	MORPH=empty
venu	venir	VERppe	NOMB.=s|GENRE=m
sans	sans	PRE	MORPH=empty
mulets	mulet	NOMcom	NOMB.=p|GENRE=m
ni	ni	CONcoo	MORPH=empty
charrette	charrette	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
tout	tout	PROind	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
chausson	chausson	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
fonds	fond	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
pochette	pochette	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
voir	voir	VERinf	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tâchons	tâcher	VERcjg	MODE=imp|PERS.=1|NOMB.=p
d'	de	PRE	MORPH=empty
obtenir	obtenir	VERinf	MORPH=empty
Qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
veuille	vouloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
aujourd'hui	aujourd'hui	ADVgen	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
souffrances	souffrance	NOMcom	NOMB.=p|GENRE=f
finir	finir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Don	Don	NOMcom	NOMB.=s|GENRE=m
Japhet	Japhet	NOMpro	NOMB.=s|GENRE=m
honorera	honorer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
Noces	noce	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
puis	puis	ADVgen	MORPH=empty
après	après	ADVgen	MORPH=empty
ira	aller	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
suivi	suivre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
vingt	vingt	DETcar	NOMB.=x|GENRE=x
Carrosses	carrosse	NOMcom	NOMB.=p|GENRE=m
Recevoir	recevoir	VERinf	MORPH=empty
dans	dans	PRE	MORPH=empty
Madrid	Madrid	NOMpro	NOMB.=s|GENRE=x
l'	le	DETdef	NOMB.=s|GENRE=x
infante	infant	NOMcom	NOMB.=s|GENRE=f
Ahihua	Ahihua	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Père	père	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
fils	fils	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
Capac	Capac	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
Coïa	Coïa	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Soit	soit	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
train	train	NOMcom	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
chose	chose	NOMcom	NOMB.=s|GENRE=f
encore	encore	ADVgen	MORPH=empty
prête	prêt	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
point	point	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
renifleur	renifleur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
trouble	troubler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
fête	fête	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
CORNEILLET_CHARMEDELAVOIX_TEST	…	PONfrt	MORPH=empty
?	?	PONfrt	MORPH=empty
Arrêtez	arrêter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
-là	là	ADVgen	MORPH=empty
